,0,1,2,3,4,5,6,7,8
1213,Dynegy Holdings LLC,—,"26-Feb-2010, 03:02",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10632584
1214,Sempra Texas Intermediate Holding Company LLC,—,"25-Feb-2010, 20:14",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10631491
1215,Portland General Electric Co,POR.N,"25-Feb-2010, 20:13",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10631488
1216,Calpine Corp,CPN.N^C18,"25-Feb-2010, 20:04",25-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10631173
1217,DTE Electric Co,—,"24-Feb-2010, 07:27",23-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10627502
1218,DTE Energy Co,DTE.N,"24-Feb-2010, 07:24",23-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10627448
1219,NRG Energy Inc,NRG.N,"24-Feb-2010, 07:18",23-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10627386
1220,CE Casecnan Water & Energy Co Inc,—,"24-Feb-2010, 05:35",23-Feb-2010,31-Dec-2009,—,PH,Electric Utilities (NEC),10625779
1221,Idacorp Inc,IDA.N,"23-Feb-2010, 22:59",23-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10624335
1222,NV Energy Inc,NVE.N^L13,"23-Feb-2010, 06:04",22-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10622758
1223,Consolidated Edison Company of New York Inc,CEDNM.PK^E12,"23-Feb-2010, 03:23",22-Feb-2010,31-Dec-2009,—,US,Multiline Utilities,10621978
1224,Pacific Gas and Electric Co,PCG_pa.A,"20-Feb-2010, 07:18",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10620408
1225,PG&E Corp,PCG.N,"20-Feb-2010, 07:13",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10620342
1226,Empire District Electric Co,EDE.N^A17,"20-Feb-2010, 06:08",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10619719
1227,Arizona Public Service Co,AZD.N^A00,"19-Feb-2010, 22:03",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10618074
1228,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"19-Feb-2010, 20:32",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10618040
1229,Oncor Electric Delivery Transition Bond Company LLC,—,"19-Feb-2010, 20:24",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10618038
1230,Oncor Electric Delivery Company LLC,—,"19-Feb-2010, 20:21",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10618037
1231,Sempra Texas Holdings Corp,—,"19-Feb-2010, 20:11",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10618032
1232,Cleveland Electric Illuminating Co,CVE_p.N^C05,"19-Feb-2010, 20:02",19-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10617829
1233,OGE Energy Corp,OGE.N,"18-Feb-2010, 22:15",18-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10614741
1234,UIL Holdings Corp (Pre-Merger),UIL.N^L15,"18-Feb-2010, 06:15",17-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10612970
1235,ALLETE Inc,ALE.N,"12-Feb-2010, 22:03",12-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10594318
1236,DPL Inc,DPL.N^K11,"12-Feb-2010, 20:06",12-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10593127
1237,NSTAR Electric Co,NSARO.PK,"12-Feb-2010, 07:12",11-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10592729
1238,CH Energy Group Inc,CHG.N^F13,"11-Feb-2010, 06:26",10-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10588181
1239,NSTAR,NST.DG^D12,"06-Feb-2010, 07:27",05-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10578164
1240,Commonwealth Edison Co,CQXL.PK^B22,"06-Feb-2010, 05:17",05-Feb-2010,31-Dec-2009,—,US,Electric Utilities (NEC),10577212
1241,Astra Energy Inc,ASRE.PK,"15-Dec-2009, 23:12",15-Dec-2009,31-Aug-2009,—,US,Electric Utilities (NEC),091240529
1242,Revonergy Inc,RNRG.PK^E15,"08-Dec-2009, 06:12",07-Dec-2009,30-Sep-2009,—,US,Electric Utilities (NEC),091226235
1243,Tennessee Valley Authority,TVC.N,"26-Nov-2009, 03:50",25-Nov-2009,30-Sep-2009,—,US,Electric Utilities (NEC),091207694
1244,Solaris Power Cells Inc,SPCL.PK^K18,"27-Oct-2009, 01:24",26-Oct-2009,31-Jul-2009,—,US,"Auto, Truck & Motorcycle Parts (NEC)",091136219
1245,Sea Breeze Power Corp,SBX.V^L17,"29-Jun-2009, 23:59",29-Jun-2009,31-Dec-2005,—,CA,Electric Utilities (NEC),09914737
1246,US Geothermal Inc,HTM.A^D18,"16-Jun-2009, 06:30",15-Jun-2009,31-Mar-2009,—,US,Electric Utilities (NEC),09892706
1247,Summer Energy Holdings Inc,SUME.PK,"16-Apr-2009, 04:07",15-Apr-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09750867
1248,WindGen Energy Inc,WGEI.PK,"15-Apr-2009, 19:02",15-Apr-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09749464
1249,Ridgewood Power Growth Fund,—,"11-Apr-2009, 02:57",10-Apr-2009,31-Dec-2008,—,US,Shell Companies,09744868
1250,Centerpoint Energy Transition Bond Company III LLC,—,"01-Apr-2009, 06:26",31-Mar-2009,31-Dec-2008,—,US,Corporate Financial Services (NEC),09720423
1251,Mmc Energy Inc,MMCE.PK^J09,"01-Apr-2009, 05:44",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09719595
1252,CenterPoint Energy Transition Bond II Co LLC,—,"01-Apr-2009, 05:32",31-Mar-2009,31-Dec-2008,—,US,Corporate Financial Services (NEC),09719405
1253,SEFE Inc,SEFE.PK^I15,"01-Apr-2009, 05:17",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09719121
1254,Centerpoint Energy Transition Bond Company LLC,—,"01-Apr-2009, 05:01",31-Mar-2009,31-Dec-2008,—,US,Corporate Financial Services (NEC),09718848
1255,AEP Texas Central Transition Funding II LLC,—,"01-Apr-2009, 03:48",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09718074
1256,Entergy Gulf States Reconstruction Funding I LLC,—,"01-Apr-2009, 01:47",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09717252
1257,GreenWorld Development Inc,GREW.PK^D19,"31-Mar-2009, 22:05",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09716123
1258,Orbital Infrastructure Group Inc,OIGBQ.PK,"31-Mar-2009, 19:04",31-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09715394
1259,Cleco Katrina/Rita Hurricane Recovery Funding LLC,—,"28-Mar-2009, 05:47",27-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09710955
1260,,—,,,,,,,
1261,Windstream Bv Holdings LLC,BVWN.PK^G17,"25-Mar-2009, 19:01",25-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09702316
1262,Pineapple Energy Inc,PEGY.OQ,"25-Mar-2009, 05:48",24-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09701816
1263,Esi Tractebel Acquisition Corp,—,"21-Mar-2009, 02:32",20-Mar-2009,31-Dec-2008,—,US,Corporate Financial Services (NEC),09695507
1264,Maine & Maritimes Corp,MAM.A^L10,"18-Mar-2009, 19:08",18-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09689685
1265,Pg&E Energy Recovery Funding LLC,—,"18-Mar-2009, 01:39",17-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09687121
1266,Black Hills Power Inc,—,"18-Mar-2009, 01:03",17-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09687007
1267,Southern Energy Company Inc,SOCI.PK^J09,"18-Mar-2009, 01:10",16-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09687031
1268,Environmental Power Corp,EPGRQ.PK,"17-Mar-2009, 06:20",16-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09685466
1269,Duke Energy Ohio Inc,CINUP.PK^H09,"14-Mar-2009, 05:37",13-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09680577
1270,Duke Energy Carolinas LLC,—,"14-Mar-2009, 05:33",13-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09680511
1271,Duke Energy Indiana LLC,CIN_pb.N^E06,"14-Mar-2009, 05:31",13-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09680484
1272,Chugach Electric Association Inc,—,"13-Mar-2009, 19:03",13-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09677158
1273,Central Vermont Public Service Corp,CV.N^F12,"12-Mar-2009, 21:16",12-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09674127
1274,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"12-Mar-2009, 05:57",11-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09673089
1275,GenOn Americas Generation LLC,—,"06-Mar-2009, 07:05",05-Mar-2009,31-Dec-2008,—,US,Fossil Fuel Electric Utilities,09659522
1276,Energy Future Competitive Holdings Company LLC,TXHCO.PK^J05,"06-Mar-2009, 06:29",05-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09659214
1277,Puget Energy Inc,PSD.N^B09,"04-Mar-2009, 20:02",04-Mar-2009,03-Mar-2009,—,US,Electric Utilities (NEC),09653144
1278,Sempra Texas Holdings Corp,—,"03-Mar-2009, 20:15",03-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09649633
1279,Oncor Electric Delivery Transition Bond Company LLC,—,"03-Mar-2009, 20:13",03-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09649631
1280,,—,,,,,,,
1281,PNM Resources Inc,PNM.N,"03-Mar-2009, 07:14",02-Mar-2009,02-Mar-2009,—,US,Electric Utilities (NEC),09648564
1282,Public Service Company of Colorado,—,"03-Mar-2009, 07:13",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09648562
1283,Northern States Power Co,—,"03-Mar-2009, 07:11",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09648531
1284,Southwestern Public Service Co,SPS.N^H97,"03-Mar-2009, 07:10",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09648508
1285,Ameren Corp,AEE.N,"03-Mar-2009, 06:42",02-Mar-2009,31-Dec-2008,—,US,Multiline Utilities,09647955
1286,Arkhan Corp,ATLS.OQ^B11,"03-Mar-2009, 06:40",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09647930
1287,Atlantic City Electric Co,ANTEM.PK^C11,"03-Mar-2009, 06:20",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09647655
1288,Duke Energy Florida LLC,FLPWP.PK^C13,"03-Mar-2009, 04:42",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09646880
1289,Entergy Arkansas LLC,EAI.N,"03-Mar-2009, 04:42",02-Mar-2009,31-Dec-2008,ENTERGY CORP /DE/ 10-K,US,Electric Utilities (NEC),09646881
1290,EME Homer City Generation LP,—,"02-Mar-2009, 23:51",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645588
1291,Midwest Generation LLC,—,"02-Mar-2009, 23:48",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645581
1292,Edison Mission Energy,—,"02-Mar-2009, 23:42",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645564
1293,Southern California Edison Co,SCE_pe.A^I20,"02-Mar-2009, 23:26",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645527
1294,Edison International,EIX.N,"02-Mar-2009, 23:24",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645520
1295,Tucson Electric Power Co,—,"02-Mar-2009, 20:05",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644649
1296,Allegheny Energy Inc,AYE.N^B11,"02-Mar-2009, 20:05",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09645034
1297,Indiana Michigan Power Co,IMIGO.PK^K11,"02-Mar-2009, 20:01",02-Mar-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644608
1298,Alliant Energy Corp,LNT.OQ,"11-Apr-2011, 21:55",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09642510
1299,Evergy Metro Inc,—,"05-Jun-2009, 21:12",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09641087
1300,,COCSP.PK^K06,,,,,,,
1301,Ohio Power Co,OHIPM.PK^K11,"28-Feb-2009, 07:34",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644571
1302,Pacificorp,PPWLO.PK,"28-Feb-2009, 07:31",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644548
1303,Appalachian Power Co,APPWM.OB^K11,"28-Feb-2009, 07:30",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644516
1304,Public Service Company Of Oklahoma,PSOKM.PK^K11,"28-Feb-2009, 07:26",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644426
1305,Southwestern Electric Power Co,SWSEO.PK^K11,"28-Feb-2009, 07:20",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644291
1306,Northern States Power Co (Wisconsin),—,"28-Feb-2009, 07:17",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644245
1307,Xcel Energy Inc,XEL.OQ,"28-Feb-2009, 07:15",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644213
1308,American Electric Power Company Inc,AEP.OQ,"28-Feb-2009, 07:15",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09644189
1309,Berkshire Hathaway Energy Co,—,"28-Feb-2009, 07:00",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643951
1310,Dominion Energy South Carolina Inc,SCG_p.N^L09,"28-Feb-2009, 06:59",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643948
1311,Baltimore Gas and Electric Co,BGLEN.PK^I16,"28-Feb-2009, 06:56",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643894
1312,Duke Energy Corp,DUK.N,"28-Feb-2009, 06:48",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643771
1313,DTE Electric Co,—,"28-Feb-2009, 06:46",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643713
1314,DTE Energy Co,DTE.N,"28-Feb-2009, 06:39",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643606
1315,MidAmerican Energy Co,—,"28-Feb-2009, 06:30",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643424
1316,Otter Tail Corp,OTTR.OQ,"28-Feb-2009, 06:28",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643373
1317,Hawaiian Electric Company Inc,HAWLI.PK,"28-Feb-2009, 06:26",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09643331
1318,Alliant Energy Corp,LNT.OQ,"28-Feb-2009, 05:29",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09642511
1319,PPL Corp,PPL.N,"28-Feb-2009, 04:45",27-Feb-2009,31-Dec-2008,—,US,Multiline Utilities,09641939
1320,,CNLPL.PK,,,,,,,
1321,,—,,,,,,,
1322,CE Casecnan Water & Energy Co Inc,—,"28-Feb-2009, 02:19",27-Feb-2009,31-Dec-2008,—,PH,Electric Utilities (NEC),09640888
1323,Genon Energy Holdings LLC,MIR.N^L10,"27-Feb-2009, 21:03",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639657
1324,Calpine Corp,CPN.N^C18,"27-Feb-2009, 20:07",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639528
1325,Evergy Kansas Central Inc,WREGH.PK^F02,"27-Feb-2009, 20:07",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639429
1326,El Paso Electric Co,EE.N^G20,"27-Feb-2009, 20:06",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639014
1327,DPL Inc,DPL.N^K11,"27-Feb-2009, 20:04",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639418
1328,Florida Power & Light Co,ELB.N^L03,"27-Feb-2009, 20:01",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639305
1329,Ipalco Enterprises Inc,IPL.N^C01,"27-Feb-2009, 20:01",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638902
1330,Wisconsin Electric Power Co,WELPP.PK,"27-Feb-2009, 20:01",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639148
1331,WEC Energy Group Inc,WEC.N,"27-Feb-2009, 20:00",27-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09639090
1332,AES Corp,AES.N,"27-Feb-2009, 07:30",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638854
1333,TECO Energy Inc,TE.N^G16,"27-Feb-2009, 07:16",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638661
1334,Virginia Electric and Power Co,VEL_pe.N^J14,"27-Feb-2009, 06:37",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638223
1335,Cleco Corporate Holdings LLC,CNL.N^D16,"27-Feb-2009, 06:29",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638136
1336,Dominion Energy Inc,D.N,"27-Feb-2009, 06:28",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09638134
1337,Madison Gas and Electric Co,—,"27-Feb-2009, 06:09",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09637898
1338,MGE Energy Inc,MGEE.OQ,"27-Feb-2009, 06:08",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09637879
1339,ITC Holdings Corp,ITC.N^J16,"27-Feb-2009, 06:06",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09637855
1340,Wisconsin Public Service Corp,WIPSI.PK^K15,"26-Feb-2009, 20:01",26-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09635325
1341,CMS Energy Corp,CMS.N,"26-Feb-2009, 07:32",25-Feb-2009,31-Dec-2008,—,US,Multiline Utilities,09634871
1342,Alabama Power Co,ALP_pq.N^J22,"26-Feb-2009, 03:55",25-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09633302
1343,Portland General Electric Co,POR.N,"25-Feb-2009, 20:14",25-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09632216
1344,Cleveland Electric Illuminating Co,CVE_p.N^C05,"25-Feb-2009, 20:02",25-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09632073
1345,San Diego Gas & Electric Co,SDO_ph.A^J13,"25-Feb-2009, 07:18",24-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09631509
1346,Pacific Gas and Electric Co,PCG_pa.A,"25-Feb-2009, 06:09",24-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09631001
1347,PG&E Corp,PCG.N,"25-Feb-2009, 06:04",24-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09630967
1348,NV Energy Inc,NVE.N^L13,"24-Feb-2009, 07:10",23-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09628725
1349,Consolidated Edison Company of New York Inc,CEDNM.PK^E12,"24-Feb-2009, 04:20",23-Feb-2009,31-Dec-2008,—,US,Multiline Utilities,09627601
1350,Empire District Electric Co,EDE.N^A17,"21-Feb-2009, 06:46",20-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09625639
1351,Arizona Public Service Co,AZD.N^A00,"20-Feb-2009, 22:06",20-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09623152
1352,UIL Holdings Corp (Pre-Merger),UIL.N^L15,"19-Feb-2009, 06:12",18-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09618790
1353,OGE Energy Corp,OGE.N,"13-Feb-2009, 22:16",13-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09598131
1354,ALLETE Inc,ALE.N,"13-Feb-2009, 22:06",13-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09598110
1355,NRG Energy Inc,NRG.N,"13-Feb-2009, 06:50",12-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09595618
1356,CH Energy Group Inc,CHG.N^F13,"11-Feb-2009, 04:47",10-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09585289
1357,NSTAR Electric Co,NSARO.PK,"10-Feb-2009, 06:27",09-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09581576
1358,NSTAR,NST.DG^D12,"10-Feb-2009, 05:45",09-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09581208
1359,Commonwealth Edison Co,CQXL.PK^B22,"07-Feb-2009, 06:12",06-Feb-2009,31-Dec-2008,—,US,Electric Utilities (NEC),09577406
1360,Tennessee Valley Authority,TVC.N,"17-Dec-2008, 06:12",16-Dec-2008,30-Sep-2008,—,US,Electric Utilities (NEC),081252497
1361,Astra Energy Inc,ASRE.PK,"02-Dec-2008, 07:23",01-Dec-2008,31-Aug-2008,—,US,Electric Utilities (NEC),081223246
1362,Commerce Energy Group Inc,CMNR.PK,"14-Nov-2008, 07:27",13-Nov-2008,31-Jul-2008,—,US,Electric Utilities (NEC),081186140
1363,Solaris Power Cells Inc,SPCL.PK^K18,"17-Oct-2008, 02:56",16-Oct-2008,31-Jul-2008,—,US,"Auto, Truck & Motorcycle Parts (NEC)",081126924
1364,US Geothermal Inc,HTM.A^D18,"17-Jun-2008, 06:17",16-Jun-2008,31-Mar-2008,—,US,Electric Utilities (NEC),08901241
1365,Chugach Electric Association Inc,—,"15-Apr-2008, 06:29",14-Apr-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08755345
1366,Windstream Bv Holdings LLC,BVWN.PK^G17,"01-Apr-2008, 07:24",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08726350
1367,Oncor Electric Delivery Company LLC,—,"01-Apr-2008, 07:21",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08726075
1368,Sempra Texas Holdings Corp,—,"01-Apr-2008, 06:35",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08725935
1369,Oncor Electric Delivery Transition Bond Company LLC,—,"01-Apr-2008, 06:20",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08725744
1370,Trulite Inc,TRUL.PK,"01-Apr-2008, 05:57",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08725503
1371,Pineapple Energy Inc,PEGY.OQ,"01-Apr-2008, 05:33",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08725153
1372,WindGen Energy Inc,WGEI.PK,"31-Mar-2008, 23:47",31-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08722084
1373,AEP Texas Central Transition Funding II LLC,—,"28-Mar-2008, 23:54",28-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08717286
1374,Oglethorpe Power Corp,—,"28-Mar-2008, 01:54",27-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08714262
1375,Pg&E Energy Recovery Funding LLC,—,"28-Mar-2008, 00:48",27-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08714021
1376,RSB Bondco LLC,—,"27-Mar-2008, 05:51",26-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08712568
1377,Ridgewood Power Growth Fund,—,"27-Mar-2008, 05:27",26-Mar-2008,31-Dec-2007,—,US,Shell Companies,08712413
1378,Entergy Gulf States Reconstruction Funding I LLC,—,"27-Mar-2008, 03:53",26-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08711891
1379,Ipalco Enterprises Inc,IPL.N^C01,"27-Mar-2008, 03:03",26-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08711649
1380,,—,,,,,,,
1381,Ridgewood Power Growth Fund,—,"27-Mar-2008, 05:27",26-Mar-2008,31-Dec-2007,—,US,Shell Companies,08712413
1382,Entergy Gulf States Reconstruction Funding I LLC,—,"27-Mar-2008, 03:53",26-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08711891
1383,Ipalco Enterprises Inc,IPL.N^C01,"27-Mar-2008, 03:03",26-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08711649
1384,Black Hills Power Inc,—,"22-Mar-2008, 00:01",21-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08704371
1385,Duke Energy Indiana LLC,CIN_pb.N^E06,"20-Mar-2008, 06:24",19-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08700150
1386,Duke Energy Ohio Inc,CINUP.PK^H09,"20-Mar-2008, 06:23",19-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08700146
1387,Maine & Maritimes Corp,MAM.A^L10,"18-Mar-2008, 22:48",18-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08695031
1388,DTE Electric Co,—,"18-Mar-2008, 05:52",17-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08693537
1389,Environmental Power Corp,EPGRQ.PK,"18-Mar-2008, 00:44",17-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08691514
1390,AES Corp,AES.N,"17-Mar-2008, 19:02",17-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08690650
1391,FPL Recovery Funding LLC,—,"15-Mar-2008, 05:37",14-Mar-2008,31-Dec-2007,—,US,Corporate Financial Services (NEC),08689914
1392,Duke Energy Carolinas LLC,—,"15-Mar-2008, 04:44",14-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08689401
1393,CenterPoint Energy Transition Bond II Co LLC,—,"15-Mar-2008, 04:01",14-Mar-2008,31-Dec-2007,—,US,Corporate Financial Services (NEC),08689146
1394,Centerpoint Energy Transition Bond Company LLC,—,"15-Mar-2008, 03:54",14-Mar-2008,31-Dec-2007,—,US,Corporate Financial Services (NEC),08689109
1395,Esi Tractebel Acquisition Corp,—,"13-Mar-2008, 23:43",13-Mar-2008,31-Dec-2007,—,US,Corporate Financial Services (NEC),08685193
1396,Centerpoint Energy Houston Electric LLC,HSLPP.PK^H09,"13-Mar-2008, 05:44",12-Mar-2008,31-Dec-2007,—,US,Electric Utilities (NEC),08683976
